,all_middle,comp_text,compound,id_text,line_id,line_label,link,middle_terms,nom_suff
2663,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,199,H1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2664,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,206,H8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2665,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,218,H20,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2666,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,227,H29,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2667,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,233,H35,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2668,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,240,H42,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2669,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,252,H54,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2670,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,261,H63,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2671,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,267,H69,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2672,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,274,H76,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2673,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,286,H88,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2674,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,295,H97,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2675,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,301,H103,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2676,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,308,H110,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2677,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,320,H122,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2678,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,329,H131,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2679,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,335,H137,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2680,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,342,H144,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2681,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,354,H156,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2682,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,363,H165,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2683,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,369,H171,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2684,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,377,H179,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2685,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,389,H191,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2686,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,399,H201,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2687,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,417,H219,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2688,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,455,H257,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2689,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.1,586,I126,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2691,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.3,132,139,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2692,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.3,133,140,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2693,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.3,188,195,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2694,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.3,215,222,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2695,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.3,249,256,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2696,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.3.3,288,295,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2699,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,36,28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2700,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,81,70,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2704,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,127,116,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2705,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,138,127,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2707,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,244,226,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2708,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,301,282,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2710,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,358,332,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2711,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,368,342,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2713,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1,422,394,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2714,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.4.1.1,1,1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1.1&display=Crit&charenc=gcirc#,,
2721,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.5.1,242,259,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.5.1&display=Crit&charenc=gcirc#,,
2722,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.6.2,24,23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
2723,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.6.2,122,121,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
2725,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.6.2,187,186,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
2726,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.6.2,197,196,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
2731,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.6.2,376,389,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
2744,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.7.1,27,27,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.1&display=Crit&charenc=gcirc#,,
2745,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.7.1,42,42,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.1&display=Crit&charenc=gcirc#,,
2751,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.7.6,14,14,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.6&display=Crit&charenc=gcirc#,,
2752,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.7.8,28,A28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.8&display=Crit&charenc=gcirc#,,
2753,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.7.8,59,C8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.8&display=Crit&charenc=gcirc#,,
2754,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.1,42,42,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,
2756,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.1,64,64,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,
2757,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.1,68,68,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,
2758,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.1,102,101,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,
2763,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.2,147,B90,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.2&display=Crit&charenc=gcirc#,,
2765,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.4,51,51,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
2766,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.4,95,95,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
2768,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.4,240,238,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
2775,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.5.1,22,22,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5.1&display=Crit&charenc=gcirc#,,
2776,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.1.5.1,90,96,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5.1&display=Crit&charenc=gcirc#,,
2782,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.2,134,134,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2783,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.2,161,161,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2784,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.2,184,184,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2785,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.2,209,209,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2787,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.2,284,284,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2789,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.3,69,68,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
2790,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.3,451,443,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
2794,:,gu? mu-na-de?-e,gu[voice] de[pour],c.1.8.2.4,254,A249,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.4&display=Crit&charenc=gcirc#,,
2795,:,gu? mu-na-de?-e,gu[voice] de[pour],c.2.1.4,40,B26,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.4&display=Crit&charenc=gcirc#,,
2796,:,gu? mu-na-de?-e,gu[voice] de[pour],c.2.1.4,51,B37,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.4&display=Crit&charenc=gcirc#,,
2817,:,gu? mu-na-de?-e,gu[voice] de[pour],c.2.4.2.02,212,212,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.02&display=Crit&charenc=gcirc#,,
2851,:,gu? mu-na-de?-e,gu[voice] de[pour],c.4.08.09,31,31,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.09&display=Crit&charenc=gcirc#,,
2854,:,gu? mu-na-de?-e,gu[voice] de[pour],c.4.08.28,8,8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,
2859,:,gu? mu-na-de?-e,gu[voice] de[pour],c.4.08.29,65,C8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.29&display=Crit&charenc=gcirc#,,
2878,:,gu? mu-na-de?-e,gu[voice] de[pour],c.5.3.2,180,180,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.2&display=Crit&charenc=gcirc#,,
2882,:,gu? mu-na-de?-e,gu[voice] de[pour],c.5.3.6,46,A82,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,,
2885,:,gu? mu-na-de?-e,gu[voice] de[pour],c.5.3.6,327,I52,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,,
2888,:,gu? mu-na-de?-e,gu[voice] de[pour],c.5.5.5,28,30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.5&display=Crit&charenc=gcirc#,,
2889,:,gu? mu-na-de?-e,gu[voice] de[pour],c.5.5.5,70,94,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.5&display=Crit&charenc=gcirc#,,
2896,:,gu? mu-na-de?-e,gu[voice] de[pour],c.5.9.2,135,A130,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.9.2&display=Crit&charenc=gcirc#,,
2915,:,gu? mu-na-de?-e,gu[voice] de[pour],c.6.2.3,140,6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.2.3&display=Crit&charenc=gcirc#,,
134,:,gu? mu-na-de?-e,gu[voice] de[pour],etcsri/Q001538,3,i 2',,,
2823,:,gu? mu-na-de?-e-a,gu[voice] de[pour],c.2.4.2.05,64,64,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,,
2715,:,gu? mu-na-de?-e-ne,gu[voice] de[pour],c.1.4.1.1,48,48,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1.1&display=Crit&charenc=gcirc#,,
2716,:,gu? mu-na-de?-e-ne,gu[voice] de[pour],c.1.4.1.1,65,65,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1.1&display=Crit&charenc=gcirc#,,
2755,:,gu? mu-ne-de?-e,gu[voice] de[pour],c.1.8.1.1,52,52,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,
2797,:,gu? mu-ne-de?-e,gu[voice] de[pour],c.2.1.6,28,28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.6&display=Crit&charenc=gcirc#,,
2843,:,gu? mu-ne-de?-e,gu[voice] de[pour],c.2.6.6.1,17,13A,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.6.1&display=Crit&charenc=gcirc#,,
2883,:,gu? mu-ne-de?-e,gu[voice] de[pour],c.5.3.6,107,B20,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,,
125,:,gu? mu-ne-de?-e,gu[voice] de[pour],etcsri/Q000376,54,54,,,
2865,:,gu? mu-ni-ib-de?-a,gu[voice] de[pour],c.4.14.1,108,108,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.14.1&display=Crit&charenc=gcirc#,,
2628,:,gu? mu-un-de?,gu[voice] de[pour],c.0.2.01,30,30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.0.2.01&display=Crit&charenc=gcirc#,,
2629,:,gu? mu-un-de?,gu[voice] de[pour],c.0.2.02,50,53,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.0.2.02&display=Crit&charenc=gcirc#,,
2660,:,gu? mu-un-de?,gu[voice] de[pour],c.1.3.1,42,B13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2892,:,gu? mu-un-de?,gu[voice] de[pour],c.5.9.2,1,A1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.9.2&display=Crit&charenc=gcirc#,,
2659,:,gu? mu-un-na-an-de?,gu[voice] de[pour],c.1.2.2,132,A138,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.2&display=Crit&charenc=gcirc#,,
2788,:,gu? mu-un-na-da-de?-e,gu[voice] de[pour],c.1.8.2.2,352,353,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2772,:,gu? mu-un-na-de?-a,gu[voice] de[pour],c.1.8.1.5,163,124A,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
2911,:,gu? mu-un-na-de?-a,gu[voice] de[pour],c.6.1.15,4,A3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.15&display=Crit&charenc=gcirc#,,
2638,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.1.2,29,29,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.2&display=Crit&charenc=gcirc#,,
2640,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.1.2,80,80,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.2&display=Crit&charenc=gcirc#,,
2641,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.1.2,84,84,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.2&display=Crit&charenc=gcirc#,,
2697,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.3.5,16,B7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.5&display=Crit&charenc=gcirc#,,
2709,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.4.1,333,309,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2717,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.4.1.3,36,35,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1.3&display=Crit&charenc=gcirc#,,
2718,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.4.3,133,133,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.3&display=Crit&charenc=gcirc#,,
2743,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.6.3,57,B47,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.3&display=Crit&charenc=gcirc#,,
2746,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.7.3,28,21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.3&display=Crit&charenc=gcirc#,,
2747,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.7.3,30,23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.3&display=Crit&charenc=gcirc#,,
2748,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.7.3,45,38,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.3&display=Crit&charenc=gcirc#,,
2749,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.7.3,59,52,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.3&display=Crit&charenc=gcirc#,,
2767,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.4,178,176,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
2769,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5,3,3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
2770,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5,18,16,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
2771,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5,106,75,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
2773,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5,263,160,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
2774,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5,283,175,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
2777,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5.1,122,143,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5.1&display=Crit&charenc=gcirc#,,
2778,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.1.5.1,143,167,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5.1&display=Crit&charenc=gcirc#,,
2791,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.2.3,564,556,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
2793,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.1.8.2.4,144,A139,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.4&display=Crit&charenc=gcirc#,,
2852,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.10,33,33,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.10&display=Crit&charenc=gcirc#,,
2853,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.10,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.10&display=Crit&charenc=gcirc#,,
2855,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.28,41,41,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,
2856,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.28,49,49,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,
2857,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.28,59,59,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,
2860,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.30,30,30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.30&display=Crit&charenc=gcirc#,,
