,all_middle,comp_text,compound,id_text,line_id,line_label,link,middle_terms,nom_suff
2861,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.30,31,31,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.30&display=Crit&charenc=gcirc#,,
2862,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.30,32,32,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.30&display=Crit&charenc=gcirc#,,
2863,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.4.08.33,11,11,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.33&display=Crit&charenc=gcirc#,,
2876,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.5.3.2,37,37,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.2&display=Crit&charenc=gcirc#,,
2877,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.5.3.2,71,71,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.2&display=Crit&charenc=gcirc#,,
2893,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.5.9.2,33,A33,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.9.2&display=Crit&charenc=gcirc#,,
2894,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.5.9.2,85,A80,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.9.2&display=Crit&charenc=gcirc#,,
2895,:,gu? mu-un-na-de?-e,gu[voice] de[pour],c.5.9.2,112,A107,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.9.2&display=Crit&charenc=gcirc#,,
2832,:,gu? mu-un-na-de?-e-a,gu[voice] de[pour],c.2.5.4.01,463,D3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.01&display=Crit&charenc=gcirc#,,
129,:,gu? nam-mi-de?,gu[voice] de[pour],etcsri/Q001056,100,o vi 7,,,
2898,:,gu? nu-de?-dam,gu[voice] de[pour],c.6.1.02,241,B25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.02&display=Crit&charenc=gcirc#,,
2805,:,gu? nu-ma-da-de?,gu[voice] de[pour],c.2.1.7,332,332,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.7&display=Crit&charenc=gcirc#,,
2897,:,gu? nu-um-de?,gu[voice] de[pour],c.6.1.01,74,A74,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.01&display=Crit&charenc=gcirc#,,
2909,:,gu? u?-bi?-in-de?,gu[voice] de[pour],c.6.1.08,87,C3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.08&display=Crit&charenc=gcirc#,,
136,:,gu? u?-mu-na-ni-de?-a,gu[voice] de[pour],etcsri/Q001548,38,iv 1,,,
137,:,gu? u?-mu-na-ni-de?-a,gu[voice] de[pour],etcsri/Q001554,38,iv 2,,,
135,:,gu? u?-na-de?-a,gu[voice] de[pour],etcsri/Q001541,285,viii 16,,,
2866,:a[arm] zig[rise],gu? a? zig? de?-a,gu[voice] de[pour],c.4.14.1,168,168,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.14.1&display=Crit&charenc=gcirc#,a[arm] zig[rise],
2884,:hul[rejoice],gu? hul?-la ba-an-de?,gu[voice] de[pour],c.5.3.6,305,I30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,hul[rejoice],
2822,:hul[rejoice],gu? hul?-la ma-an-de?,gu[voice] de[pour],c.2.4.2.05,13,13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,hul[rejoice],
2826,:hul[rejoice],gu? hul?-la ma-ni-de?-a-ke?-eš?,gu[voice] de[pour],c.2.4.2.25,8,7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.25&display=Crit&charenc=gcirc#,hul[rejoice],
2701,:hulu[bad],gu? hul ba-an-de?,gu[voice] de[pour],c.1.4.1,86,75,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,hulu[bad],
2703,:hulu[bad],gu? hul ba-an-de?,gu[voice] de[pour],c.1.4.1,111,100,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,hulu[bad],
2648,:huš[reddish],gu? huš de?-de?-e,gu[voice] de[pour],c.1.1.3,371,374,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,huš[reddish],
2729,:kibala[rebel-land],gu? ki-bal nu-de?,gu[voice] de[pour],c.1.6.2,272,282,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,kibala[rebel-land],
2719,:ni[fear] te?[approach],gu? ni? te-a na-de?-de?-e,gu[voice] de[pour],c.1.4.3,217,215,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.3&display=Crit&charenc=gcirc#,ni[fear] te?[approach],
2720,:ni[fear] te?[approach],gu? ni? te-a na-de?-de?-e,gu[voice] de[pour],c.1.4.3,250,248,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.3&display=Crit&charenc=gcirc#,ni[fear] te?[approach],
2829,:zid[right],gu? zid de?-a,gu[voice] de[pour],c.2.5.3.2,13,13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.3.2&display=Crit&charenc=gcirc#,zid[right],
2833,:zid[right],gu? zid de?-a,gu[voice] de[pour],c.2.5.4.04,22,B18,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.04&display=Crit&charenc=gcirc#,zid[right],
2849,:zid[right],gu? zid de?-a,gu[voice] de[pour],c.4.05.1,85,85,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.05.1&display=Crit&charenc=gcirc#,zid[right],
2839,:zid[right],gu? zid de?-a-zu,gu[voice] de[pour],c.2.5.6.3,38,38,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.3&display=Crit&charenc=gcirc#,zid[right],
2812,:zid[right],gu? zid de?-am?,gu[voice] de[pour],c.2.2.3,477,470,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.3&display=Crit&charenc=gcirc#,zid[right],
130,:zid[right],gu? zid e-na-de?-a,gu[voice] de[pour],etcsri/Q001368,5,5,,zid[right],
131,:zid[right],gu? zid e-na-de?-a,gu[voice] de[pour],etcsri/Q001370,17,17,,zid[right],
2815,:zid[right],gu? zid ma-ni-in-de?,gu[voice] de[pour],c.2.4.2.02,24,24,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.02&display=Crit&charenc=gcirc#,zid[right],
2821,:zid[right],gu? zid ma-ni-in-de?,gu[voice] de[pour],c.2.4.2.05,7,7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,zid[right],
2844,:zid[right],gu? zid mi-ni-de?-za-na,gu[voice] de[pour],c.2.6.6.1,19,15,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.6.1&display=Crit&charenc=gcirc#,zid[right],
2845,:zid[right],gu? zid mi-ni-de?-za-na,gu[voice] de[pour],c.2.6.6.1,20,16,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.6.1&display=Crit&charenc=gcirc#,zid[right],
2835,:zid[right],gu? zid mu-na-an-de?,gu[voice] de[pour],c.2.5.5.3,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.5.3&display=Crit&charenc=gcirc#,zid[right],
2838,:zid[right],gu? zid mu-na-an-de?,gu[voice] de[pour],c.2.5.6.1,31,31,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.1&display=Crit&charenc=gcirc#,zid[right],
2840,:zid[right],gu? zid mu-na-an-de?,gu[voice] de[pour],c.2.5.6.5,11,11,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.5&display=Crit&charenc=gcirc#,zid[right],
2841,:zid[right],gu? zid mu-na-an-de?,gu[voice] de[pour],c.2.5.6.5,11,11,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.5&display=Crit&charenc=gcirc#,zid[right],
2837,:zid[right],gu? zid mu-na-an-de?-e,gu[voice] de[pour],c.2.5.5.5,19,19,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.5.5&display=Crit&charenc=gcirc#,zid[right],
2864,:zid[right],gu? zid mu-na-de?-eš,gu[voice] de[pour],c.4.12.1,9,9,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.12.1&display=Crit&charenc=gcirc#,zid[right],
2828,:zid[right],gu? zid mu-ra-an-de?,gu[voice] de[pour],c.2.5.3.2,6,6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.3.2&display=Crit&charenc=gcirc#,zid[right],
2814,:zid[right],gu? zid mu-un-de?,gu[voice] de[pour],c.2.4.1.3,59,59,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.1.3&display=Crit&charenc=gcirc#,zid[right],
2831,:zid[right],gu? zid-de?-eš ha-ma-an-de?,gu[voice] de[pour],c.2.5.4.01,121,A121,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.01&display=Crit&charenc=gcirc#,zid[right],
2846,:zid[right],gu? zid-de?-eš hu-mu-ra-ab-de,gu[voice] de[pour],c.2.6.9.3,13,13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.3&display=Crit&charenc=gcirc#,zid[right],
2834,:zid[right],gu? zid-de?-eš ma-an-de?,gu[voice] de[pour],c.2.5.5.1,32,32,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.5.1&display=Crit&charenc=gcirc#,zid[right],
138,:zid[right],gu? zid-de?-eš ma-an-de?,gu[voice] de[pour],etcsri/Q001994,6,i 6,,zid[right],
2830,:zid[right] ?a?e[I],gu? zid-de? ?a?-a-ar ha-ma-an-de?,gu[voice] de[pour],c.2.5.4.01,59,A59,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.01&display=Crit&charenc=gcirc#,zid[right] ?a?e[I],
3225,-bi:dag[side],igi-bi da-bi-a nu-mu-un-bar-bar-re-eš-a,igi[eye] bar[outside],c.2.2.5,145,E64,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.5&display=Crit&charenc=gcirc#,dag[side],-bi
3200,-bi:im[rain] še?[rain],igi-bi im še??-še??-?a? in-bar,igi[eye] bar[outside],c.2.1.2,26,26,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.2&display=Crit&charenc=gcirc#,im[rain] še?[rain],-bi
3306,-ni-še?:urun[exalted],igi-ni-še? u??-ru bar-ra-ni-še?,igi[eye] bar[outside],c.4.15.2,3,3,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.15.2&display=Crit&charenc=gcirc#,urun[exalted],-ni-še?
3318,-ni:,igi-ni im-ši-bar-ra-a,igi[eye] bar[outside],c.5.5.3,16,16,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.3&display=Crit&charenc=gcirc#,,-ni
3317,-zu:,igi-zu bar-ra,igi[eye] bar[outside],c.5.3.6,156,D12,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.6&display=Crit&charenc=gcirc#,,-zu
3244,-?a?:,igi-?a? am?-bar-bar-re,igi[eye] bar[outside],c.2.4.2.14,42,42,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.14&display=Crit&charenc=gcirc#,,-?a?
3322,:,igi al-bar-bar-re,igi[eye] bar[outside],c.6.1.03,4,A4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.03&display=Crit&charenc=gcirc#,,
3327,:,igi am?-bar-bar-re,igi[eye] bar[outside],c.6.2.3,471,2,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.2.3&display=Crit&charenc=gcirc#,,
3176,:,igi bar,igi[eye] bar[outside],c.1.7.3,29,22,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.3&display=Crit&charenc=gcirc#,,
3250,:,igi bar,igi[eye] bar[outside],c.2.4.4.3,9,9,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.4.3&display=Crit&charenc=gcirc#,,
3264,:,igi bar,igi[eye] bar[outside],c.2.5.4.21,13,12,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.21&display=Crit&charenc=gcirc#,,
3277,:,igi bar,igi[eye] bar[outside],c.2.6.9.1,17,17,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.1&display=Crit&charenc=gcirc#,,
3294,:,igi bar,igi[eye] bar[outside],c.4.07.3,124,124,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.3&display=Crit&charenc=gcirc#,,
3295,:,igi bar,igi[eye] bar[outside],c.4.07.3,124,124,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.3&display=Crit&charenc=gcirc#,,
3312,:,igi bar,igi[eye] bar[outside],c.4.80.1,311,311,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.80.1&display=Crit&charenc=gcirc#,,
3298,:,igi bar-bar,igi[eye] bar[outside],c.4.07.3,214,252,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.3&display=Crit&charenc=gcirc#,,
3174,:,igi bar-bar-ra-?u??,igi[eye] bar[outside],c.1.6.2,69,68,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
3274,:,igi bar-bar-re-de?,igi[eye] bar[outside],c.2.6.7.1,36,36,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.7.1&display=Crit&charenc=gcirc#,,
3177,:,igi bar-ra,igi[eye] bar[outside],c.1.7.3,30,23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.7.3&display=Crit&charenc=gcirc#,,
3203,:,igi bar-ra,igi[eye] bar[outside],c.2.1.6,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.6&display=Crit&charenc=gcirc#,,
3216,:,igi bar-ra,igi[eye] bar[outside],c.2.2.3,347,348,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.3&display=Crit&charenc=gcirc#,,
3217,:,igi bar-ra,igi[eye] bar[outside],c.2.2.3,348,349,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.3&display=Crit&charenc=gcirc#,,
3251,:,igi bar-ra,igi[eye] bar[outside],c.2.4.4.a,1,1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.4.a&display=Crit&charenc=gcirc#,,
3284,:,igi bar-ra,igi[eye] bar[outside],c.3.1.11,13,12,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.3.1.11&display=Crit&charenc=gcirc#,,
3302,:,igi bar-ra,igi[eye] bar[outside],c.4.08.28,42,42,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,
3303,:,igi bar-ra,igi[eye] bar[outside],c.4.08.28,50,50,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.28&display=Crit&charenc=gcirc#,,
3314,:,igi bar-ra,igi[eye] bar[outside],c.5.3.2,102,102,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.2&display=Crit&charenc=gcirc#,,
3323,:,igi bar-ra,igi[eye] bar[outside],c.6.1.17,28,B21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.17&display=Crit&charenc=gcirc#,,
3324,:,igi bar-ra,igi[eye] bar[outside],c.6.1.22,143,219,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.22&display=Crit&charenc=gcirc#,,
3240,:,igi bar-ra-bi,igi[eye] bar[outside],c.2.4.2.05,101,101,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,,
3188,:,igi bar-ra-ka,igi[eye] bar[outside],c.1.8.2.2,277,277,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
3189,:,igi bar-ra-ka,igi[eye] bar[outside],c.1.8.2.2,283,283,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
3183,:,igi bar-ra-ka-na,igi[eye] bar[outside],c.1.8.2.1,70,A70,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.1&display=Crit&charenc=gcirc#,,
3283,:,igi bar-ra-ka-ni,igi[eye] bar[outside],c.3.1.02,25,25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.3.1.02&display=Crit&charenc=gcirc#,,
3256,:,igi bar-ra-zu,igi[eye] bar[outside],c.2.5.3.2,36,36,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.3.2&display=Crit&charenc=gcirc#,,
3296,:,igi bar-ra-zu,igi[eye] bar[outside],c.4.07.3,165,176,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.3&display=Crit&charenc=gcirc#,,
3299,:,igi bar-ra-zu-ne,igi[eye] bar[outside],c.4.07.4,83,83,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.4&display=Crit&charenc=gcirc#,,
3241,:,igi bar-ra-?u??,igi[eye] bar[outside],c.2.4.2.05,178,210,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,,
3247,:,igi bar-re,igi[eye] bar[outside],c.2.4.2.23,12,11,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.23&display=Crit&charenc=gcirc#,,
3272,:,igi bar-re,igi[eye] bar[outside],c.2.5.6.4,6,6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.6.4&display=Crit&charenc=gcirc#,,
3301,:,igi bar-re,igi[eye] bar[outside],c.4.07.a,80,118,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.a&display=Crit&charenc=gcirc#,,
3320,:,igi bar-re,igi[eye] bar[outside],c.5.7.2,6,6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.7.2&display=Crit&charenc=gcirc#,,
3178,:,igi bar-re-da-ni,igi[eye] bar[outside],c.1.8.1.1,90,90,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,
3311,:,igi bar-re-de?,igi[eye] bar[outside],c.4.32.2,1,1,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.32.2&display=Crit&charenc=gcirc#,,
3242,:,igi he?-en-ni-in-bar-re,igi[eye] bar[outside],c.2.4.2.05,217,249,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,,
3168,:,igi he?-ni-in-bar,igi[eye] bar[outside],c.1.3.2,85,85,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.2&display=Crit&charenc=gcirc#,,
3229,:,igi he?-ni-in-bar,igi[eye] bar[outside],c.2.2.6,125,C12,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.6&display=Crit&charenc=gcirc#,,
3239,:,igi hu-mu-ni-bar-e,igi[eye] bar[outside],c.2.4.2.05,66,66,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,,
3325,:,igi i-ni-bar,igi[eye] bar[outside],c.6.2.1,149,A4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.2.1&display=Crit&charenc=gcirc#,,
3163,:,igi i-ni-in-bar,igi[eye] bar[outside],c.1.2.2,13,A13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.2&display=Crit&charenc=gcirc#,,
3196,:,igi i-ni-in-bar,igi[eye] bar[outside],c.1.8.2.3,547,539,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
3198,:,igi i-ni-in-bar,igi[eye] bar[outside],c.1.8.2.4,82,A77,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.4&display=Crit&charenc=gcirc#,,
3201,:,igi i-ni-in-bar,igi[eye] bar[outside],c.2.1.5,132,129,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.5&display=Crit&charenc=gcirc#,,
3202,:,igi i-ni-in-bar,igi[eye] bar[outside],c.2.1.5,133,130,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.5&display=Crit&charenc=gcirc#,,
3215,:,igi i-ni-in-bar,igi[eye] bar[outside],c.2.2.3,152,151,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.3&display=Crit&charenc=gcirc#,,
3219,:,igi i-ni-in-bar,igi[eye] bar[outside],c.2.2.3,449,442,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.3&display=Crit&charenc=gcirc#,,
3228,:,igi i-ni-in-bar,igi[eye] bar[outside],c.2.2.6,84,A87,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.6&display=Crit&charenc=gcirc#,,
3321,:,igi i-ni-in-bar,igi[eye] bar[outside],c.6.1.02,15,A15,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.02&display=Crit&charenc=gcirc#,,
3197,:,igi im-bar-bar-re,igi[eye] bar[outside],c.1.8.2.3,549,541,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,,
3282,:,igi im-bar-ra-ke?,igi[eye] bar[outside],c.2.8.5.1,5,5,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.5.1&display=Crit&charenc=gcirc#,,
3160,:,igi im-ma-ši-in-bar,igi[eye] bar[outside],c.1.2.1,25,25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.1&display=Crit&charenc=gcirc#,,
3161,:,igi im-ma-ši-in-bar,igi[eye] bar[outside],c.1.2.1,26,26,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.1&display=Crit&charenc=gcirc#,,
3162,:,igi im-ma-ši-in-bar,igi[eye] bar[outside],c.1.2.1,27,27,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.1&display=Crit&charenc=gcirc#,,
3222,:,igi in-ši-in-bar-ra-am?,igi[eye] bar[outside],c.2.2.4,310,307,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.4&display=Crit&charenc=gcirc#,,
3206,:,igi mu-bar-ra-zu,igi[eye] bar[outside],c.2.1.7,63,63,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.7&display=Crit&charenc=gcirc#,,
3190,:,igi mu-na-ši-bar-re,igi[eye] bar[outside],c.1.8.2.2,350,351,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
3248,:,igi mu-ni-bar-bar,igi[eye] bar[outside],c.2.4.2.24,112,116,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.24&display=Crit&charenc=gcirc#,,
3179,:,igi mu-un-bar,igi[eye] bar[outside],c.1.8.1.2,182,A20,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.2&display=Crit&charenc=gcirc#,,
3180,:,igi mu-un-bar,igi[eye] bar[outside],c.1.8.1.2,183,A21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.2&display=Crit&charenc=gcirc#,,
3223,:,igi mu-un-bar-bar,igi[eye] bar[outside],c.2.2.5,77,D30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.5&display=Crit&charenc=gcirc#,,
3181,:,igi mu-un-bar-bar-re-ne,igi[eye] bar[outside],c.1.8.1.4,361,6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
3304,:,igi mu-un-ši-bar,igi[eye] bar[outside],c.4.08.29,54,B21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.29&display=Crit&charenc=gcirc#,,
3291,:,igi mu-un-ši-bar-ra-ni,igi[eye] bar[outside],c.4.06.1,155,C14,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.06.1&display=Crit&charenc=gcirc#,,
3292,:,igi mu-un-ši-bar-ra-ni,igi[eye] bar[outside],c.4.06.1,166,C25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.06.1&display=Crit&charenc=gcirc#,,
3170,:,igi mu-un-ši-in-bar,igi[eye] bar[outside],c.1.4.1,380,354,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
3211,:,igi mu-ši-bar-ra-ne,igi[eye] bar[outside],c.2.1.7,836,838,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.7&display=Crit&charenc=gcirc#,,
3169,:,igi mu-ši-in-bar,igi[eye] bar[outside],c.1.4.1,181,168,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
3182,:,igi mu-ši-in-bar,igi[eye] bar[outside],c.1.8.1.5,161,123,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,,
